date,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EUR,GBP,HKD,HRK,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,USD,ZAR
2023-11-11,1.5725501925,1.8215602468,4.9014708791,1.379880222,0.902490124,7.2887412897,22.9829527229,6.9785110072,0.9360701646,0.8182101619,7.8097012061,7.0448510646,352.3941307056,15675.762686526,3.8540004488,83.2586130386,141.8621067168,151.5448079031,1315.1175097221,17.6365223893,4.7073508168,11.1051611592,1.697680247,55.8465270575,4.1439107473,4.6533808812,92.2826578063,10.9080514475,1.3594501686,36.027845312,28.5300034552,1,18.7204035771
2023-11-12,1.5711402463,1.8206703557,4.9047307628,1.3798501409,0.9019300992,7.2896412024,22.9057630202,6.9754808372,0.9354701158,0.8178101428,7.8084812138,7.0419910718,352.7127267452,15678.048079361,3.8861205479,83.274189658,141.792488329,151.4786204407,1315.2572151987,17.6555122709,4.7069105828,11.1038816491,1.69654017,55.8335190147,4.1300004996,4.6492607954,92.2700798404,10.8819220702,1.3593902019,36.0590636518,28.5039834684,1,18.7266737088
2023-11-13,1.5673802912,1.822850191,4.906430674,1.3801102641,0.9013301534,7.2846712086,22.9280944313,6.9687508289,0.9344000975,0.8142901153,7.8061711449,7.0420309846,352.2902176188,15674.597591055,3.8550206259,83.1011429804,143.6408533518,151.6192301504,1316.9853607524,17.6095023419,4.7053106386,11.0796616424,1.699870288,56.0213263328,4.13305047,4.6459604944,91.4736249703,10.833751981,1.3583801457,35.9846846568,28.5978853677,1,18.681513276
2023-11-14,1.5386502584,1.8162002721,4.8639405805,1.3700402396,0.8889901034,7.2548508048,22.4500528051,6.8562610465,0.9189601345,0.8004900959,7.8050014476,7.0437510499,345.0866708549,15680.016090975,3.7519504759,82.9664511114,141.1306261783,150.4939192344,1303.6488540011,17.3461517778,4.6914305419,10.8720511635,1.6651002208,56.0540068086,4.0365005548,4.569530519,90.5774804012,10.5880413709,1.3492302402,35.5156760279,28.605793501,1,18.2329328243
2023-11-15,1.5355702582,1.7966702479,4.8618105039,1.3676201547,0.8872801685,7.2453311869,22.4957541227,6.8709009964,0.9212001502,0.8050601566,7.8046012723,7.0412310712,346.283520424,15510.44832475,3.7857707153,83.1236365015,141.6165782846,151.2160606597,1302.7655422874,17.2945330663,4.6702707443,10.8005519124,1.6586503107,55.6932785489,4.0404104252,4.5765105528,89.6405491291,10.5331914853,1.3488002315,35.5273557246,28.6735151524,1,18.1753432995
2023-11-16,1.5455802892,1.8015803322,4.8644505328,1.3751901752,0.8883301659,7.2430711635,22.5172824996,6.8689109086,0.9210201463,0.8055001241,7.8005110554,7.0426508434,346.4453505518,15525.996146137,3.7338807274,83.1376154023,141.2595075558,150.7032198486,1290.9881976079,17.2347132378,4.6865109343,10.9329315163,1.6763203019,55.6069575528,4.0218107525,4.5773405316,89.3448151862,10.5829412398,1.3469401561,35.2120158185,28.6944449951,1,18.3723229839
2023-11-17,1.5347501856,1.7897801796,4.9060206755,1.3718202619,0.8857301135,7.2100709415,22.4513337572,6.8334209756,0.9162600926,0.8024501523,7.7930213824,7.0429013368,346.9146070958,15477.782224134,3.7166905216,83.2295649236,140.4524430191,149.62847813,1293.0397702479,17.2225526551,4.6785205093,10.8047016627,1.6687602423,55.5590790763,4.0172405311,4.5524205327,89.6764610316,10.5183017217,1.3418001818,35.1040035793,28.6908842,1,18.3354728256
2023-11-18,1.5347503018,1.7897803319,4.9060207883,1.3718202276,0.8857301696,7.2100709613,22.4513326677,6.8334207645,0.9162601604,0.80245015,7.7930210132,7.042900927,346.9146101474,15477.782099284,3.7166904346,83.2295613429,140.452447484,149.6284816012,1293.0397098502,17.2225524097,4.6785206862,10.8047020794,1.6687603269,55.5590804168,4.0172404784,4.5524205447,89.6764664709,10.5183018578,1.3418002082,35.1040045329,28.6908830825,1,18.3354721638
2023-11-19,1.53534027,1.7912202541,4.9068908124,1.3722902283,0.8861400999,7.2122612115,22.4019031954,6.8377211562,0.9169601074,0.8031001139,7.7940910013,7.0428407414,346.7258191994,15480.333926237,3.7255806458,83.2393834953,140.5652427574,149.9462133892,1293.339276091,17.2064331338,4.6795506664,10.8168317037,1.6678403293,55.5760683639,4.0174504257,4.5549909015,88.9285224103,10.5243420277,1.3437702468,35.1002365218,28.6781853674,1,18.3370330206
2023-11-20,1.524270282,1.7824602166,4.8530606143,1.3724201969,0.8845901093,7.1691813138,22.3758329505,6.8112410044,0.9136300929,0.7995401475,7.7921410933,7.0430208018,346.6651834333,15428.155505614,3.7082405579,83.3152225189,139.2661947373,148.364957359,1286.059432812,17.1055118772,4.6669809279,10.692161539,1.655790238,55.3833879628,3.9712405892,4.5418206452,88.2323940745,10.4392714591,1.3375901567,35.1690249021,28.7827055726,1,18.3249629199
2023-11-21,1.5251903049,1.7799103418,4.9033205534,1.370240182,0.8834701753,7.1308411223,22.4504626234,6.828051295,0.9160401384,0.7973700953,7.7955911893,7.0427510146,347.8595184324,15413.39653079,3.7196607133,83.2162600368,140.1202545459,148.1800270956,1293.0798288116,17.2014130978,4.6483207647,10.6646819741,1.6517702791,55.3977007349,4.0011205606,4.5521608516,88.0993320262,10.4531411975,1.3380402104,35.1740363094,28.8001241918,1,18.6097931726
2023-11-22,1.5283201798,1.783910288,4.9085007046,1.3687502024,0.883880127,7.1552012115,22.441173031,6.8454412637,0.9183300998,0.8006501389,7.7937508355,7.0415710713,349.5528814733,15559.854656333,3.7274204536,83.2769034202,140.6488601629,149.4407670231,1299.6262312616,17.191093252,4.6760507044,10.7482820954,1.6605002225,55.6409659034,4.0057904231,4.5652105901,88.4939103687,10.471501575,1.3419201706,35.2463263066,28.8132851575,1,18.8770929046
2023-11-23,1.5241502041,1.7906303522,4.9072406477,1.3694001547,0.8843601366,7.1446710353,22.3220525638,6.834961188,0.9169501549,0.7979001186,7.7972113665,7.0420712584,347.5884075973,15531.682839889,3.7413804031,83.2768329392,140.1782726638,149.6046601414,1298.4705599151,17.1791024409,4.6864707252,10.7723718279,1.653030236,55.3744974,4.00000061,4.5569206768,88.4855211026,10.4832913839,1.3407501619,35.2929565173,28.7559951452,1,18.8184732481
2023-11-24,1.5177202853,1.7879203538,4.9036707122,1.3628301585,0.8825701256,7.149420719,22.2857127231,6.8067812791,0.9140101037,0.79337012,7.7907709833,7.0415011672,347.8111230124,15549.096586494,3.7370104509,83.3264718601,137.721777285,149.3962671907,1301.7836658672,17.0825332513,4.6842607329,10.6997618493,1.6413301765,55.435247477,3.9868204708,4.5411805897,89.523515582,10.4421512284,1.3378302084,35.3060064678,28.835573525,1,18.7989933265
2023-11-25,1.517720281,1.7879202647,4.9032607676,1.3628301552,0.8818901262,7.1494211881,22.2857136553,6.8067808994,0.9140101319,0.7933701413,7.7907714857,7.0415007622,347.8111229695,15549.09610602,3.7370105664,83.3264696455,137.721773248,149.3962572719,1301.7837136825,17.1198218582,4.6842604793,10.6997616391,1.641330317,55.4352464061,3.9868206143,4.5406906708,89.5235117971,10.4459612245,1.3378102087,35.306006855,28.8355730652,1,18.79677309
2023-11-26,1.5193401619,1.7888203056,4.9048609538,1.3632901679,0.8824401758,7.1499010812,22.2402822814,6.8133908415,0.9142201747,0.7937801584,7.7919413651,7.0422812609,347.3528023566,15552.62897622,3.7470104022,83.3418126497,137.7917370053,149.6039344393,1301.9766358123,17.1115331486,4.6858605885,10.7039212557,1.6455202397,55.4495298416,3.9827904861,4.5406707359,89.5237410268,10.4539617888,1.3398101484,35.3884768246,28.8381534902,1,18.7698033835
2023-11-27,1.5121902934,1.7788002569,4.9019707003,1.360690194,0.880070105,7.152290915,22.1279138606,6.803220736,0.9125401682,0.7916001454,7.7874014526,7.0429410932,346.1196004924,15474.885179024,3.7039106865,83.3011561308,136.9837047465,148.4627274499,1295.9408798243,17.1651129538,4.6803604987,10.6294020556,1.6386902997,55.5110708868,3.96154077,4.5359107574,89.1613904433,10.4186015068,1.3363201602,35.0164735362,28.8828153,1,18.6500822332
2023-11-28,1.5025602248,1.7788301945,4.8729106577,1.3567901771,0.8772201,7.1319408507,22.0073826554,6.7733911544,0.9088801289,0.7867801089,7.7937908281,7.0420807393,342.4993252571,15385.247146857,3.6903104448,83.2110045262,136.9879318032,147.0633798163,1285.1671603699,17.12575234,4.6667806656,10.6048713497,1.6272903236,55.3640859957,3.921680744,4.5172205824,88.7758725333,10.3083419982,1.3302702656,34.6735345087,28.8985135825,1,18.5749934749
2023-11-29,1.5109702642,1.7744402601,4.901850764,1.3590802136,0.8734101279,7.1285610476,22.0812440998,6.7948208409,0.9112200962,0.7877801483,7.8018711693,7.0427512512,343.7651777411,15371.479451073,3.6873904712,83.3030156002,136.738136617,147.0454511071,1287.3744390723,17.2929532005,4.6509708196,10.65055145,1.6246101822,55.4129970418,3.9524104597,4.5300005967,88.5740530904,10.3563116163,1.3325102268,34.7992355651,28.9437432755,1,18.737032602
2023-11-30,1.5135202225,1.785110245,4.9201106482,1.3554902467,0.8748901546,7.133221379,22.2885924092,6.8432007504,0.9180901815,0.7918201506,7.809050909,7.0435107052,348.4742291038,15484.594123288,3.7298604548,83.3164558385,137.9224444009,148.0347343698,1298.0476334631,17.3789329971,4.655330509,10.807181902,1.6241902283,55.4336865603,3.9915306393,4.562620576,90.0611461279,10.4836413869,1.3370101653,35.2765052958,28.9245631124,1,18.8394426654
2023-12-01,1.4982002423,1.7833002171,4.8793605364,1.3498001719,0.8693901579,7.138380858,22.264432411,6.8506911081,0.9189101126,0.7869401423,7.8131709628,7.0431607628,347.4841949945,15468.311781923,3.7071204291,83.2334040923,138.8270009813,146.8475386515,1292.65650437,17.1687424283,4.6717009014,10.6668610759,1.6101302301,55.4621782124,3.9700005271,4.5575908014,90.5708598536,10.3790710554,1.3335901871,34.8807065779,28.8609050364,1,18.633713565
2023-12-02,1.4982001754,1.7833002042,4.8793607414,1.3498001755,0.8693901608,7.1383807648,22.2644341803,6.8506906875,0.9189101681,0.7869401409,7.8131710061,7.0431607429,347.4841860608,15468.312164603,3.7071206648,83.2334018947,138.8269939082,146.847535431,1292.6564687036,17.1687418296,4.6717007064,10.6668618331,1.610130317,55.462176809,3.9700006593,4.5575908292,90.5708601226,10.3790713865,1.3335901795,34.8807059904,28.8609035227,1,18.6337130014
2023-12-03,1.4961302097,1.7822301915,4.8691305502,1.3486001717,0.867720115,7.1341209412,22.2664637646,6.8442909057,0.9181601406,0.7864701119,7.8112608488,7.0413412369,347.2418815867,15459.065839555,3.704900565,83.1836499943,138.74402496,146.394826533,1291.8838261524,17.1793920005,4.6681205804,10.6526220286,1.6082503123,55.4290307633,3.9692606075,4.5596905262,90.5167200731,10.3621714733,1.332270225,34.7408639721,28.8772352876,1,18.5857636705
2023-12-04,1.511070264,1.7919802747,4.9498908632,1.3539201815,0.8724601111,7.1391408056,22.5009143732,6.8783508071,0.922790101,0.7915501511,7.8134309957,7.0424909979,350.4061333841,15428.390447994,3.7177005978,83.3663213754,138.8130173235,147.2921288376,1307.8428429864,17.4607823574,4.6537307282,10.8348516467,1.6218901908,55.4508760326,3.9915904131,4.5830407278,91.3586377983,10.4239617448,1.3375401374,35.2248867191,28.8802740801,1,18.810382501
2023-12-05,1.5257301839,1.8069803317,4.9290606392,1.3591101963,0.8751301115,7.1454110596,22.5521030023,6.9070211983,0.9265601059,0.7941600989,7.8174408976,7.043200908,351.1221970071,15483.404295559,3.7282207412,83.2965506243,139.3154576273,147.1942692149,1312.1666299469,17.367933259,4.6619406559,10.9224915474,1.6303702238,55.4533866499,4.0033005047,4.5995805719,90.2279315812,10.4817315279,1.3410701998,35.2523047132,28.8595129152,1,18.9337721809
2023-12-06,1.5261202957,1.8158603365,4.8956109289,1.3592101724,0.8745300905,7.1561913981,22.5445936404,6.9240910359,0.9283201385,0.7962500905,7.8088515291,7.0412809762,352.5130209427,15472.500118035,3.7083504657,83.2858340921,139.5236948858,147.1143892734,1312.4185386019,17.2834217372,4.6657207375,10.9684011617,1.6285303238,55.2935888987,4.0195206479,4.612880817,92.5701625833,10.4713018697,1.3407102041,35.2069545435,28.8889931137,1,18.9635231972
2023-12-07,1.5163902881,1.80954034,4.9107108771,1.359640229,0.8753101524,7.1480607453,22.4960143586,6.907990786,0.9266401464,0.7943501363,7.8082414265,7.0412312109,353.5178160956,15494.206899903,3.6994805094,83.3162629221,139.0733267784,144.2469386041,1312.5215656385,17.4653921787,4.6721807848,10.8691020628,1.6228502024,55.3150888961,4.0068204633,4.604910919,92.3710759499,10.3807315931,1.3384502269,35.1333362694,28.9033255631,1,18.7815533747
2023-12-08,1.5200402608,1.81128028,4.9313306933,1.3590101725,0.8800201278,7.1669513613,22.6461544973,6.9247312225,0.9291201824,0.7969100946,7.8063410039,7.0423511462,353.3263697389,15497.118070024,3.7014804252,83.4401317423,139.6823773791,144.9930047939,1315.3311914445,17.3336829203,4.6647105719,10.9005914214,1.6334002292,55.469948807,4.0238805452,4.615560825,91.8826465057,10.4625320341,1.3413702042,35.5439742918,28.9390735472,1,18.9657620229
2023-12-09,1.5200402282,1.8112802886,4.9313307357,1.3590102668,0.8800201285,7.1669507415,22.6461534537,6.924730834,0.9291201572,0.796910112,7.8063415172,7.0423508467,353.3263600887,15497.117877316,3.7014805089,83.4401349947,139.6823680652,144.9930160003,1315.3312148183,17.3336828708,4.6647105746,10.9005913218,1.6334003212,55.4699482654,4.0238804647,4.6155608637,91.8826397254,10.4625320464,1.3413702291,35.543974515,28.9390748272,1,18.9657632168
2023-12-10,1.519620244,1.8108803274,4.925460931,1.3584802553,0.8796101624,7.1630813572,22.5757723129,6.9256110952,0.9290801343,0.7967401429,7.8066708883,7.042011048,353.6762046342,15486.967584136,3.7029204195,83.3856594132,139.6512067762,144.9742160456,1314.8386708459,17.3401727033,4.6670105589,10.8960113599,1.6329702834,55.4382907264,4.0140505466,4.6136905973,91.8207157743,10.4608319228,1.3414502387,35.4634640032,28.8741348611,1,18.9304627925
2023-12-11,1.5230702308,1.8155902869,4.9392906081,1.3577101361,0.8782801451,7.1760213918,22.6304632131,6.9253012547,0.9289601647,0.7966700884,7.8039814485,7.0419612265,355.3003289952,15594.080990378,3.7167604679,83.3065216866,140.1467759834,146.1281959368,1314.5187388816,17.3769528333,4.6803106729,10.9543314335,1.6332202229,55.5178481627,4.0253707316,4.6176708886,91.1147127177,10.4882814086,1.3438702652,35.686895575,28.923543988,1,19.0733136015
2023-12-12,1.5228401942,1.8044102508,4.9623606791,1.358270229,0.875060088,7.1733507277,22.658692749,6.9036711359,0.9258401455,0.7954200833,7.8080509755,7.0415808823,352.9128807016,15599.031317746,3.7023907186,83.3463446115,139.4479945259,145.2457994665,1310.0780896509,17.2946224107,4.6814404894,10.9533912059,1.6290602631,55.4996105764,4.0040304776,4.6034206404,90.2465928613,10.4276215952,1.3409602112,35.6825550059,29.026964173,1,18.9348620636
2023-12-13,1.5002102437,1.7943502947,4.9152005058,1.3506902658,0.870960143,7.1739108605,22.4170543894,6.8509712025,0.9188001131,0.7922401338,7.8099412819,7.0427707545,347.6708769639,15644.96637985,3.6686804921,83.3312308539,138.9791400357,142.7478247488,1300.5293533636,17.2563126716,4.6964905589,10.7727515301,1.6149901987,55.9523606684,3.9470306764,4.5634907729,89.3221732629,10.3037511404,1.3323101359,35.1464168951,28.9982154497,1,18.6284720755
2023-12-14,1.4922701986,1.7816403338,4.9065906345,1.340950174,0.8671901147,7.1081008774,22.1619923606,6.7821908665,0.9093601263,0.7832401019,7.806761365,7.0214913036,344.4562432939,15479.974963802,3.667630367,83.2612836148,136.7271467584,142.2889733271,1287.9993198056,17.1830618312,4.6705004689,10.4993220102,1.6098902322,55.7335984012,3.9173405179,4.5260507277,89.4661506028,10.241241065,1.3286001436,34.8828349182,28.951394601,1,18.3265231046
2023-12-15,1.49222016,1.7860502666,4.9368108669,1.3376502413,0.8701701389,7.1278208475,22.4536622458,6.8406607739,0.9175901165,0.7890401039,7.8025312639,7.025931125,351.1106319303,15501.079313943,3.6797405852,83.1020257939,137.71986813,142.1889620904,1299.3997958673,17.2003431583,4.6759205878,10.4527518589,1.6104602426,55.8140178829,3.9758907091,4.5567508116,90.5781476489,10.2780614131,1.3318601601,34.8988162264,28.9654256551,1,18.2864536021
2023-12-16,1.4922202835,1.7860502194,4.9368105863,1.3376501554,0.8701701254,7.127821068,22.4536641388,6.8406606912,0.9175901055,0.7890401512,7.802531453,7.0259310013,351.1106091774,15501.078625724,3.6797406979,83.1020210738,137.7198679634,142.1889562979,1299.399773736,17.2003428267,4.6759205118,10.4527520764,1.6104602756,55.8140206097,3.9758907471,4.5567506481,90.5781438378,10.278061414,1.3318601954,34.8988140037,28.9654249932,1,18.2864525393
2023-12-17,1.4925602163,1.7863703387,4.9413107961,1.3378002125,0.8704701554,7.1291108703,22.417894335,6.8406213426,0.9176601259,0.7891801026,7.8008015535,7.0203907261,350.422257273,15503.893302641,3.6704906888,83.1171119302,137.7448599392,142.3000000753,1299.6356086968,17.2134931101,4.6767704995,10.4546511439,1.6102502714,55.8241455953,3.9749804856,4.5600507412,90.5945855488,10.2972814552,1.3331701882,34.9601550213,28.8793744473,1,18.3197632949
2023-12-18,1.491630169,1.7870701887,4.9002606158,1.3395301687,0.8670401436,7.1297312058,22.4056423325,6.8236909384,0.91527012,0.790420155,7.7936211901,7.0203510226,351.548075443,15482.672961265,3.6641504207,83.0707901013,137.9441423722,142.6597791485,1301.8458305238,17.1614424901,4.6899808767,10.3933110507,1.6089901875,55.8112581686,3.9551804099,4.5505204792,90.4019419583,10.2126212741,1.3318702211,34.9468455801,29.0355347474,1,18.5857828175
2023-12-19,1.4789102652,1.781920296,4.8621707523,1.3332102355,0.8602901253,7.1281509009,22.2891522424,6.7890510312,0.9104901789,0.7853501452,7.7966908753,7.0195308961,349.947043803,15485.862169502,3.6454504562,83.0661965601,137.7763651769,143.8911477526,1298.1051801521,17.0648919332,4.6798506142,10.264741264,1.5945102506,55.9437287434,3.9370604068,4.5266208061,90.4791528005,10.1533019888,1.328530245,34.8287546452,29.0845156669,1,18.3297128835
2023-12-20,1.4838002148,1.7869102077,4.9180907646,1.3359202459,0.8626600952,7.1355307668,22.3396131611,6.8126412441,0.9137201509,0.7911601004,7.8051914052,7.0210711397,350.3548930392,15490.559563731,3.6448504847,83.1080058623,137.2390359749,143.489984886,1301.0121339105,17.1212117903,4.6568004769,10.3411513828,1.5990002631,55.7398559928,3.9675007876,4.5418304739,89.689639685,10.1635314266,1.3315201647,34.975595737,29.1188944739,1,18.2888022528
2023-12-21,1.4713801822,1.7732803512,4.8889005142,1.3282701359,0.8562300908,7.1391007928,22.2916726742,6.7732811129,0.9085701119,0.7884401471,7.8112111529,7.0226912782,347.0856012697,15505.904126153,3.6177304485,83.2039114275,136.4755374845,142.0505849971,1293.8748035408,17.0409933224,4.6553107955,10.2690214875,1.5885402411,55.5265670931,3.9272104111,4.5155106652,92.9024902487,10.0905112555,1.3262301775,34.7113947916,29.0992141665,1,18.3350523154
2023-12-22,1.4707002122,1.7745002226,4.8577506916,1.3268002342,0.85565014,7.1316111071,22.3022128738,6.767901212,0.907940099,0.7875401208,7.8101009762,7.0199608603,346.0080186834,15462.838588496,3.6089204699,83.0923605275,136.7213441021,142.3963458551,1295.4687687476,16.9668020334,4.6295307912,10.2087818929,1.5879702201,55.395909842,3.9321104265,4.513510606,92.3041971565,9.9982710006,1.3221102606,34.6080464251,29.2383730799,1,18.5217932017
2023-12-23,1.4707002808,1.7745002802,4.8577506965,1.3268001752,0.8556500964,7.1316111346,22.3022124913,6.7679009885,0.9079401079,0.7875401562,7.8101008279,7.0199610396,346.0080115804,15462.838394211,3.6089206834,83.0923656632,136.7213391148,142.3963430691,1295.4687376387,16.9668019596,4.6295306801,10.2087810362,1.5879701655,55.3959068502,3.9321104898,4.5135107199,92.3041931005,9.9982716622,1.3221102376,34.608044417,29.2383744069,1,18.5217929207
2023-12-24,1.4707001896,1.7745002954,4.857750908,1.3268002195,0.8556501252,7.131611217,22.3022131652,6.7679009383,0.9079401083,0.7875401484,7.8101010391,7.0331008013,346.0080150608,15462.837686595,3.6089204435,83.0923624079,136.7213355821,142.3963469968,1295.4686608291,16.9668025026,4.6295307556,10.2087810481,1.5879702437,55.3959075982,3.925480554,4.513510675,92.3041974932,9.9982710995,1.3221101366,34.608046862,29.2383734336,1,18.5217934763
2023-12-25,1.469760197,1.7736902706,4.8531008031,1.3252702036,0.8559701481,7.1268112813,22.2646322981,6.7642209591,0.9074001465,0.7871801081,7.8076408509,7.0214007271,345.6941943628,15455.77880307,3.6150607172,83.0985033729,136.6589194515,142.22191479,1292.681012733,16.9799123701,4.6244307792,10.2041211336,1.5859701886,55.3706089868,3.9144304198,4.511450508,91.9330147726,9.9861513337,1.3248101962,34.5782353661,29.2465141785,1,18.4800426968
2023-12-26,1.465130254,1.7704402136,4.8245806247,1.3194502342,0.8535101553,7.1415111127,22.1720126203,6.7494912911,0.9051801127,0.7857401321,7.8070812786,7.0201312207,345.5421598829,15464.255917671,3.6304303957,83.0885948824,136.2649378939,142.4345584708,1293.2923182799,16.9793931519,4.6373705433,10.1396311046,1.5800202678,55.4296886844,3.9165406886,4.4989605455,91.6012645909,9.9893116276,1.322290243,34.539914196,29.2758638348,1,18.6436630785
2023-12-27,1.4591801604,1.7605101991,4.828120699,1.3204701595,0.8424500914,7.1401910455,22.1878032646,6.7112109329,0.9001801523,0.781330149,7.80759112,7.0218808015,344.2068716504,15412.192848854,3.6177306457,83.2326821118,135.5887864069,141.4057920549,1291.4751139528,16.9212520451,4.6280906905,10.0958710099,1.5752002699,55.6110459428,3.8885206355,4.4785808108,91.6663535842,9.9367116934,1.3197002535,34.2744264723,29.3582952549,1,18.3846028085
2023-12-28,1.4647901939,1.7599702336,4.8515206436,1.3227901623,0.843400108,7.1074408665,22.2626927413,6.7345511558,0.903350128,0.7853501547,7.8092507941,7.0205608099,345.7618656172,15401.357463567,3.6310905037,83.146303247,135.6378483512,141.4164955992,1285.6729888772,16.9609117251,4.6066907265,10.1911619673,1.5787602825,55.6168707539,3.9157504333,4.4897907114,88.4725762076,9.9806814623,1.3202402148,34.2857636874,29.5194435822,1,18.5417530587
2023-12-29,1.4678902437,1.7657302731,4.850840705,1.3250002243,0.8411201456,7.0985907148,22.3123938112,6.7498813213,0.9058601633,0.7852401341,7.8075915,7.0188107444,346.4990431942,15380.099963207,3.6244506006,83.1706715954,136.0874611062,140.9889608605,1293.4457722237,16.9623630619,4.5887905023,10.1608219572,1.5818501637,55.3872499315,3.9314904744,4.505280709,89.3866609822,10.0773510309,1.3196201335,34.3713761139,29.5072635206,1,18.2922532961
2023-12-30,1.4678901904,1.7657303359,4.8508408426,1.3250002477,0.8411201038,7.0985913218,22.3123930539,6.7498811879,0.9058601292,0.7852401468,7.8075911703,7.0188113556,346.4990514926,15380.099528318,3.6244503728,83.1706704197,136.0874671337,140.9889673744,1293.4457231203,16.9623626253,4.5887904876,10.1608214754,1.5818501612,55.3872478037,3.9314907377,4.5052806081,89.3866644432,10.077351894,1.3196202455,34.3713767541,29.5072646878,1,18.2922527373
2023-12-31,1.4684602011,1.7666002965,4.8536406359,1.3247801554,0.8415401308,7.0985409073,22.3598835629,6.7532210466,0.9063101605,0.785630121,7.8092610127,7.0216310815,347.0452970788,15384.018733401,3.616490456,83.1662762382,136.1548230391,141.0587370852,1293.088226409,16.9787730016,4.5890108772,10.1658516008,1.5809801794,55.4021769545,3.933540771,4.5075104551,89.3908360206,10.0823320074,1.3186301382,34.3870562413,29.4834548231,1,18.2718426875
2024-01-01,1.4683901569,1.7667203364,4.8536407549,1.3243301841,0.8418601359,7.0989908705,22.3003243557,6.7527111333,0.9060601795,0.7856800825,7.8078711027,7.0212908512,346.4377762412,15382.315030371,3.6080304632,83.2304262054,136.1633777494,141.1155370842,1292.3837339204,16.9573717061,4.5939107576,10.1664919557,1.5836302619,55.3812183863,3.9294904886,4.5037606077,89.3964529382,10.0614410274,1.3198301874,34.3353161995,29.4823144548,1,18.3067021103
2024-01-02,1.4779102441,1.7800103262,4.9229309835,1.3319701806,0.849780125,7.139541073,22.5012944204,6.8119607886,0.9135501695,0.7921001133,7.8143508372,7.0196812918,348.6594147034,15446.548317859,3.6553004753,83.1972344458,137.5248772232,142.114286267,1310.5264018977,17.0225023376,4.6005504609,10.3452012545,1.5999701944,55.5812889703,3.9894105058,4.5407106871,90.8449466717,10.2016716145,1.3261601437,34.2591146903,29.7381358467,1,18.5625835375
2024-01-03,1.4849302197,1.7796702424,4.9150909017,1.3345602354,0.8491501389,7.1431510717,22.5076738154,6.8247708582,0.9150601242,0.7889701155,7.805311157,7.0202207614,348.1376719825,15462.695895,3.6600405383,83.2011945545,137.5946036085,142.9556784056,1307.1632995224,17.0078225213,4.6246606534,10.3319219572,1.5994601891,55.5471170149,3.9801007693,4.5485808454,91.6653073948,10.2774014929,1.3280101478,34.4413757788,29.7842958204,1,18.6862027625
2024-01-04,1.490910174,1.7847703146,4.8966409403,1.3353402108,0.8500400987,7.1594814015,22.4897938587,6.8104907122,0.9133701128,0.7884300918,7.8059512309,7.0208113789,345.6952269988,15469.829227117,3.6525104925,83.2442512317,137.4631554156,144.76246468,1312.5031467268,17.0142924773,4.6347907124,10.2875419718,1.6050102097,55.6176690509,3.9668004584,4.5433805032,90.9062368337,10.2074418999,1.3295102501,34.5225352406,29.8358548851,1,18.68064345
2024-01-05,1.4891902902,1.7937602072,4.8743207845,1.3363302338,0.850430091,7.1400407691,22.4678425954,6.8144111044,0.9140201488,0.7863101492,7.8105910374,7.0220209031,345.2939768695,15498.130693183,3.6772106778,83.0777956661,137.7068236419,144.6059234169,1312.5434969096,16.8725223597,4.6468705266,10.3002915489,1.6013503131,55.6206486324,3.9725305638,4.5444206145,90.9393441658,10.2601115684,1.3292502307,34.7181137367,29.8208847407,1,18.6727126121
2024-01-06,1.4891901777,1.7937602535,4.8743206927,1.3363302633,0.850430161,7.140040848,22.4678439292,6.8144111632,0.914020173,0.786310091,7.8105912184,7.0220210818,345.2939740524,15498.130464869,3.6772106004,83.0777945508,137.706819428,144.6059199356,1312.5434841687,16.8725228758,4.6468708737,10.3002913814,1.6013502179,55.6206504408,3.9725307831,4.5444204945,90.9393404374,10.2601119721,1.3292501987,34.7181152495,29.8208852527,1,18.6727131726
2024-01-07,1.4889001967,1.7941003117,4.8752405485,1.3361002525,0.8506601147,7.1413913863,22.4735737134,6.815991328,0.9137301454,0.7864601334,7.8086914546,7.0210411869,345.3851118865,15501.055642211,3.6779104539,83.0934721168,137.7328163158,144.7504051929,1312.7912295843,16.8750029719,4.6477408906,10.2995617344,1.6003901768,55.63113661,3.9635305595,4.5463508266,90.9565010529,10.2580417003,1.3295701944,34.6527054538,29.8674833107,1,18.6717523578
2024-01-08,1.4888201913,1.7830903319,4.8729905712,1.3353001823,0.8480801667,7.1609808245,22.3436642443,6.8114807116,0.9133501108,0.7848301504,7.8051513986,7.0219413771,344.9402548496,15514.851105958,3.7055806023,83.066502524,137.4678473394,144.2338698449,1311.3660768532,16.8325031373,4.6540907854,10.3631414622,1.6000702011,55.6664059675,3.9554806455,4.5400605673,90.940710171,10.2267420019,1.3288002044,34.9620955867,29.875925758,1,18.5782830713
2024-01-09,1.4964502308,1.784200303,4.904430625,1.3392402627,0.8524001067,7.1687412721,22.4570741827,6.8235910911,0.914860118,0.7869401272,7.8167813814,7.0213611079,346.599659589,15501.835911809,3.7319404209,83.1012030633,137.489988283,144.4717528384,1318.7199751324,16.9705124326,4.6380606519,10.3584513604,1.6034201736,56.0405795851,3.9737405074,4.5479908569,89.6265332161,10.2433211772,1.3311502377,34.9396459858,29.959715278,1,18.6603136544
